checksum1,checksum2,dataset_type,join_count,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_throughput,partition_time,time_sec,total_throughput,verified
6185417096973469475,16931092769743058723,uniform,2499986166,514556747.020077,0.194342,1000000,8,4,cyclic,8,8,50000000,50000000,1094629902.072924,0.091355,1.027368,97336066.839173,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,63086745.513147,1.585119,1000000,8,4,block,8,8,50000000,50000000,159500696.139869,0.626957,3.699419,27031270.039481,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,374635340.179853,0.266926,1000000,8,4,cyclic,8,8,50000000,50000000,889851339.536674,0.112378,1.138767,87814294.393985,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,43845447.805545,2.280738,1000000,8,4,block,8,8,50000000,50000000,157766052.246120,0.633850,4.388477,22786946.058822,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,128700486.163720,0.776998,1000000,8,4,cyclic,8,8,50000000,50000000,421147153.728781,0.237447,1.964014,50916122.958472,false
6185417096973469475,16931092769743058723,uniform,2499986166,407164246.260454,0.245601,1000000,8,8,block,8,8,50000000,50000000,1083729081.068660,0.092274,1.219311,82013509.116030,false
6185417096973469475,16931092769743058723,uniform,2499986166,405137717.385820,0.246830,1000000,8,8,cyclic,8,8,50000000,50000000,1076443913.511697,0.092898,1.023276,97725329.814191,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,60418252.319081,1.655129,1000000,8,8,block,8,8,50000000,50000000,158749720.820135,0.629922,3.845133,26006903.161207,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,383544047.280334,0.260726,1000000,8,8,cyclic,8,8,50000000,50000000,872422087.056549,0.114623,1.262073,79234737.455840,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,43608710.185761,2.293120,1000000,8,8,block,8,8,50000000,50000000,156942630.960667,0.637176,4.490671,22268386.317131,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,130996994.626070,0.763376,1000000,8,8,cyclic,8,8,50000000,50000000,416840867.295864,0.239900,1.855650,53889468.139768,false
6185417096973469475,16931092769743058723,uniform,2499986166,51847305.331879,1.928741,1000000,1,1,block,1,1,50000000,50000000,52331920.022005,1.910880,10.469733,9551341.752284,false
