checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_threads,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_block_size,partition_chunk,partition_schedule,partition_threads,partition_throughput,partition_time,time_sec,total_throughput,verified
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,92359965.081397,1.082720,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,16,281659767.980570,0.355038,2.667699,37485493.378894,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,48430840.020943,2.064800,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,16,369328704.823180,0.270762,3.098803,32270525.931380,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,81462062.042470,1.227565,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,4,288582344.690398,0.346522,3.850760,25968896.368435,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,181945471.122710,0.549615,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,4,768206451.967396,0.130173,2.105611,47492157.221446,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,92418868.337140,1.082030,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,4,286303499.965950,0.349280,3.704636,26993201.822415,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,180173064.379696,0.555022,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,4,761182635.373224,0.131375,2.099409,47632443.982719,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,80820290.335760,1.237313,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,16,332135509.473922,0.301082,3.812069,26232474.995036,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,178788680.457526,0.559320,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,16,887569182.153183,0.112667,2.071066,48284325.136853,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,92176967.595989,1.084870,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,16,328060461.231926,0.304822,3.660006,27322360.736957,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,181083518.935164,0.552231,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,16,908982585.631933,0.110013,2.074857,48196101.629926,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,78729618.903978,1.270170,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,4,304254401.789269,0.328672,3.063459,32642837.669533,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,177372510.309456,0.563785,1000000,8,4,cyclic,8,8,50000000,50000000,32768,4,guided,4,833135492.892840,0.120028,1.656955,60351670.804058,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,52190743.645392,1.916049,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,4,304119641.269154,0.328818,3.715557,26913868.362194,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,74557775.113001,1.341242,1000000,8,4,cyclic,8,8,50000000,50000000,32768,4,guided,4,834878196.194659,0.119778,2.531420,39503519.532674,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,77891516.289303,1.283837,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,16,355878883.525780,0.280994,3.035366,32944957.452654,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,175922663.601770,0.568432,1000000,8,4,cyclic,8,8,50000000,50000000,32768,4,guided,16,989298873.229066,0.101082,1.642384,60887093.516370,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,51675064.183204,1.935169,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,16,353217230.655559,0.283112,3.686960,27122616.548358,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,73958082.651694,1.352117,1000000,8,4,cyclic,8,8,50000000,50000000,32768,4,guided,16,988431379.169749,0.101170,2.418818,41342505.865540,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,82635058.297752,1.210140,1000000,8,8,block,8,8,50000000,50000000,32768,4,guided,4,294795206.112164,0.339219,3.107822,32176870.317671,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,182684019.392491,0.547393,1000000,8,8,cyclic,8,8,50000000,50000000,32768,4,guided,4,803581079.422480,0.124443,1.521116,65741204.686188,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,94918166.683910,1.053539,1000000,8,8,block,8,8,50000000,50000000,32768,4,guided,4,295410740.019512,0.338512,2.956130,33828013.905928,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,180206756.180045,0.554918,1000000,8,8,cyclic,8,8,50000000,50000000,32768,4,guided,4,800474185.508053,0.124926,1.528821,65409874.399779,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,81209637.973171,1.231381,1000000,8,8,block,8,8,50000000,50000000,32768,4,guided,16,337656105.699068,0.296159,3.082285,32443457.975057,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,183874775.075984,0.543848,1000000,8,8,cyclic,8,8,50000000,50000000,32768,4,guided,16,942737577.297607,0.106074,1.513340,66078989.577544,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,94469236.860652,1.058546,1000000,8,8,block,8,8,50000000,50000000,32768,4,guided,16,338115949.610197,0.295757,2.914095,34315975.166436,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,173418838.890571,0.576639,1000000,8,8,cyclic,8,8,50000000,50000000,32768,4,guided,16,937486094.978127,0.106668,1.545552,64701794.830790,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,81123360.823056,1.232691,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,4,251500430.553277,0.397614,8.210398,12179677.089806,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,80822762.430885,1.237275,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,4,253541212.941520,0.394413,6.579420,15198906.965160,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,97379765.224745,1.026907,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,4,251856417.944768,0.397052,8.002998,12495317.458316,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,89647957.026603,1.115474,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,4,252269821.670391,0.396401,6.449287,15505590.935698,false
